rfq_id,sentence_index,characteristic,internal_value,confidence,characteristic_phrase,value_phrase,source_sentence,v4_threshold,v4_decision
RFQ731-001882,8,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.5,ACCEPT
RFQ731-001882,7,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,The equipment is required to support the required explosionApproval configuration.,1.5,ACCEPT
RFQ731-001882,18,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001882,6,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The application requires one measurement channel.,1.1,ACCEPT
RFQ731-001882,5,powerSupply,4,1.585365853658537,alternative electrical supply,alternative electrical supply,The equipment is required to support the alternative electrical supply option.,1.5,ACCEPT
RFQ731-001882,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-001882,11,stromSchaltbar,CS1,1.4809451219512195,requires switchable current-output functionality,requires switchable current-output functionality,The application requires switchable current-output functionality.,1.2,ACCEPT
RFQ731-001882,12,temperaturEingaenge,TT1,1.7858455882352944,we require one temperature,we require one temperature,We require one temperature measurement input.,1.2,ACCEPT
RFQ731-001882,16,waveInjector,FWI,1.5625,available we would like enhanced,available we would like enhanced,"Where available, we would like enhanced gas measurement capability.",1.2,ACCEPT
RFQ731-001883,13,binaerOpenColl_MP,MP1,1.7682926829268295,additional digital signal input,additional digital signal input,We require an additional digital signal input.,1.2,ACCEPT
RFQ731-001883,9,certification,MN,1.2608069852941175,certification as a preferred,certification as a preferred,Please consider the required measurement certification as a preferred option.,0.3,ACCEPT
RFQ731-001883,3,characteristic,GP,1.4809451219512195,must provide general-purpose configuration,must provide general-purpose configuration,The proposed solution must provide general-purpose configuration.,1.3,ACCEPT
RFQ731-001883,16,customUserFluid,1,1.741176470588235,if possible please provide custom,if possible please provide custom,"If possible, please provide custom fluid configuration.",1.3,ACCEPT
RFQ731-001883,15,dynamicGasMaster,1,1.2649739583333337,dynamic gas measurement functionality,dynamic gas measurement functionality,The application requires dynamic gas measurement functionality.,1.1,ACCEPT
RFQ731-001883,7,explosionApproval,N,1.911764705882353,standard non-hazardous-area installation,standard non-hazardous-area installation,The application requires standard non-hazardous-area installation.,1.5,ACCEPT
RFQ731-001883,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001883,6,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The equipment is required to support one measurement channel.,1.1,ACCEPT
RFQ731-001883,5,powerSupply,4,1.741176470588235,requires the alternative electrical supply,requires the alternative electrical supply,The application requires the alternative electrical supply option.,1.5,ACCEPT
RFQ731-001883,11,stromSchaltbar,CS1,1.354166666666667,switchable current-output functionality,switchable current-output functionality,The equipment is required to support switchable current-output functionality.,1.2,ACCEPT
RFQ731-001883,12,temperaturEingaenge,TT1,1.4439024390243906,proposed solution must provide temperature,proposed solution must provide temperature,The proposed solution must provide temperature measurement capability.,1.2,ACCEPT
RFQ731-001884,14,binaerDigitalOpenColl_MN,MN1,1.741176470588235,provide a digital open-collector input,provide a digital open-collector input,"If possible, please provide a digital open-collector input.",1.4,ACCEPT
RFQ731-001884,9,certification,NN,1.5987804878048784,consider standard certification documentation as,consider standard certification documentation as,Please consider standard certification documentation as a preferred option.,0.3,ACCEPT
RFQ731-001884,3,characteristic,GP,1.6975609756097567,must provide standard process configuration,must provide standard process configuration,The proposed solution must provide standard process configuration.,1.3,ACCEPT
RFQ731-001884,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001884,6,numberOfChannels,1,1.741176470588235,we require one measurement channel,we require one measurement channel,We require one measurement channel.,1.1,ACCEPT
RFQ731-001884,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The equipment is required to support the standard electrical supply option.,1.5,ACCEPT
RFQ731-001884,8,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,"If possible, please provide operation in a hazardous area with the applicable protection requirements.",1.3,ACCEPT
RFQ731-001884,12,stromEingaenge,IS1,1.741176470588235,requires a dedicated current-input channel,requires a dedicated current-input channel,The application requires a dedicated current-input channel.,1.5,ACCEPT
RFQ731-001884,11,stromSchaltbar,CS1,1.354166666666667,switchable current-output functionality,switchable current-output functionality,The equipment is required to support switchable current-output functionality.,1.2,ACCEPT
RFQ731-001884,13,temperaturEingaenge,TT1,1.7858455882352944,we require one temperature,we require one temperature,We require one temperature measurement input.,1.2,ACCEPT
RFQ731-001885,13,binaerDigitalOpenColl_MN,MN1,1.741176470588235,provide a digital open-collector input,provide a digital open-collector input,The proposed solution must provide a digital open-collector input.,1.4,ACCEPT
RFQ731-001885,8,certification,NN,1.7741176470588238,standard certification package as,standard certification package as,Please consider the standard certification package as a preferred option.,0.3,ACCEPT
RFQ731-001885,2,characteristic,GP,1.4809451219512195,must provide general-purpose configuration,must provide general-purpose configuration,The proposed solution must provide general-purpose configuration.,1.3,ACCEPT
RFQ731-001885,16,customUserFluid,1,1.585365853658537,custom fluid configuration,custom fluid configuration,The application requires custom fluid configuration.,1.3,ACCEPT
RFQ731-001885,15,dev_advMeterVerification,1,2.2058823529411766,we would prefer advanced verification,we would prefer advanced verification,We would prefer advanced verification functionality.,1.5,ACCEPT
RFQ731-001885,9,dynamicGasMaster,1,1.1388541666666665,we would prefer enhanced,we would prefer enhanced,We would prefer enhanced communication capability.,1.1,ACCEPT
RFQ731-001885,7,explosionApproval,A,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The equipment is required to support operation in a hazardous area with the applicable protection requirements.,1.5,ACCEPT
RFQ731-001885,6,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,The equipment is required to support the required explosionApproval configuration.,1.5,ACCEPT
RFQ731-001885,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001885,5,numberOfChannels,1,1.4352941176470588,requires a single measurement channel,requires a single measurement channel,The application requires a single measurement channel.,1.1,ACCEPT
RFQ731-001885,4,powerSupply,1,1.585365853658537,standard power supply,standard power supply,The application requires standard power supply.,1.5,ACCEPT
RFQ731-001885,7,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The equipment is required to support operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-001885,11,stromEingaenge,IS1,1.741176470588235,requires a dedicated current-input channel,requires a dedicated current-input channel,The application requires a dedicated current-input channel.,1.5,ACCEPT
