rfq_id,customer_id,customer_name,customer_type,industry,country,currency,payment_terms,delivery_terms,project_name,application,rfq_status,generation_version
RFQ731-002475,CUST73100114,Dynamic Engineering Solutions GmbH,Distributor,Oil & Gas,India,EUR,within 90 days net,CPT,Metering System Replacement,gas processing,OPEN,V2
RFQ731-002476,CUST73100048,Prime Industrial Services FZE,EPC Contractor,Research & Development,Germany,EUR,within 60 days net,DAP,Utility Measurement Upgrade,pilot plant measurement,OPEN,V2
RFQ731-002477,CUST73100117,Apex Process Automation FZE,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,Process Expansion Project,controlled process measurement,OPEN,V2
RFQ731-002478,CUST73100223,Precision Instrumentation Ltd.,End User,Chemical,France,EUR,within 45 days net,CPT,New Production Line,chemical process measurement,OPEN,V2
RFQ731-002479,CUST73100010,Meridian Engineering Solutions FZE,EPC Contractor,Water & Wastewater,United Arab Emirates,USD,within 90 days net,EXW,Process Expansion Project,treatment plant monitoring,OPEN,V2
RFQ731-002480,CUST73100063,Nova Process Automation AG,EPC Contractor,Research & Development,Netherlands,EUR,within 30 days net,CPT,New Production Line,test facility measurement,OPEN,V2
RFQ731-002481,CUST73100159,Delta Industrial Services B.V.,End User,Manufacturing,Türkiye,EUR,within 30 days net,DAP,Utility Measurement Upgrade,production line monitoring,OPEN,V2
RFQ731-002482,CUST73100046,Orion Automation Systems FZE,End User,Oil & Gas,France,EUR,within 45 days net,CPT,Process Expansion Project,hydrocarbon process measurement,OPEN,V2
RFQ731-002483,CUST73100096,Global Industrial Technologies B.V.,System Integrator,Water & Wastewater,Spain,EUR,within 30 days net,FCA,Measurement Infrastructure Upgrade,water treatment,OPEN,V2
RFQ731-002484,CUST73100042,Sterling Process Engineering GmbH,End User,Chemical,Netherlands,EUR,within 45 days net,CPT,Metering System Replacement,chemical production,OPEN,V2
RFQ731-002485,CUST73100231,Advanced Industrial Technologies B.V.,End User,Pharmaceutical,France,EUR,within 30 days net,EXW,New Production Line,controlled process measurement,OPEN,V2
RFQ731-002486,CUST73100135,Vector Energy Systems Ltd.,EPC Contractor,Mining & Metals,Spain,EUR,within 90 days net,EXW,New Plant Installation,production measurement,OPEN,V2
RFQ731-002487,CUST73100080,Dynamic Measurement Technologies AG,System Integrator,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,Process Expansion Project,industrial instrumentation,OPEN,V2
RFQ731-002488,CUST73100067,United Energy Systems Ltd.,End User,Chemical,Netherlands,EUR,within 30 days net,EXW,New Production Line,chemical process measurement,OPEN,V2
RFQ731-002489,CUST73100150,Pioneer Industrial Services FZE,System Integrator,Oil & Gas,Italy,EUR,within 30 days net,CPT,Measurement System Upgrade,pipeline monitoring,OPEN,V2
RFQ731-002490,CUST73100116,Pioneer Petrochemical Solutions B.V.,EPC Contractor,Oil & Gas,United Arab Emirates,USD,within 45 days net,FCA,Metering System Replacement,gas processing,OPEN,V2
RFQ731-002491,CUST73100179,Dynamic Industrial Technologies S.A.,End User,Power & Utilities,Saudi Arabia,USD,within 45 days net,EXW,New Production Line,process monitoring,OPEN,V2
RFQ731-002492,CUST73100001,Horizon Manufacturing Technologies AG,End User,Power & Utilities,Spain,EUR,within 30 days net,EXW,Metering System Replacement,energy infrastructure,OPEN,V2
RFQ731-002493,CUST73100123,Precision Automation Systems FZE,System Integrator,Research & Development,United Kingdom,GBP,within 30 days net,CPT,Measurement System Upgrade,experimental process monitoring,OPEN,V2
RFQ731-002494,CUST73100028,Industrial Energy Systems Ltd.,EPC Contractor,Pharmaceutical,Italy,EUR,within 60 days net,DDP,Plant Modernisation Project,production process monitoring,OPEN,V2
RFQ731-002495,CUST73100117,Apex Process Automation FZE,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,Plant Modernisation Project,pharmaceutical process monitoring,OPEN,V2
RFQ731-002496,CUST73100123,Precision Automation Systems FZE,System Integrator,Research & Development,United Kingdom,GBP,within 30 days net,CPT,Process Automation Project,test facility measurement,OPEN,V2
RFQ731-002497,CUST73100136,Vector Industrial Technologies AG,Distributor,Manufacturing,Germany,EUR,within 45 days net,DAP,Process Automation Project,production line monitoring,OPEN,V2
RFQ731-002498,CUST73100161,Prime Automation Systems Ltd.,System Integrator,Food & Beverage,Saudi Arabia,USD,within 30 days net,DDP,Process Expansion Project,food production,OPEN,V2
RFQ731-002499,CUST73100228,Delta Process Automation FZE,End User,Food & Beverage,India,EUR,within 30 days net,DAP,Process Instrumentation Upgrade,sanitary process measurement,OPEN,V2
RFQ731-002500,CUST73100131,Global Engineering Solutions B.V.,End User,Pharmaceutical,India,EUR,within 60 days net,DDP,Utility Measurement Upgrade,controlled process measurement,OPEN,V2
RFQ731-002501,CUST73100034,Orion Petrochemical Solutions AG,Engineering Company,Research & Development,India,EUR,within 30 days net,EXW,Process Instrumentation Upgrade,test facility measurement,OPEN,V2
RFQ731-002502,CUST73100245,Sterling Instrumentation GmbH,End User,Oil & Gas,Türkiye,EUR,within 45 days net,CPT,Measurement System Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-002503,CUST73100054,Nexon Engineering Solutions B.V.,End User,Chemical,Netherlands,EUR,within 45 days net,CPT,Process Instrumentation Upgrade,chemical process measurement,OPEN,V2
RFQ731-002504,CUST73100085,Sterling Process Automation AG,End User,Chemical,India,EUR,within 45 days net,FCA,New Production Line,plant utility measurement,OPEN,V2
RFQ731-002505,CUST73100131,Global Engineering Solutions B.V.,End User,Pharmaceutical,India,EUR,within 60 days net,DDP,Measurement System Upgrade,clean utility measurement,OPEN,V2
RFQ731-002506,CUST73100050,Apex Petrochemical Solutions B.V.,End User,Chemical,Spain,EUR,within 90 days net,DAP,Process Expansion Project,process flow measurement,OPEN,V2
RFQ731-002507,CUST73100017,Vector Process Engineering Ltd.,Distributor,Water & Wastewater,Türkiye,EUR,within 45 days net,DAP,New Plant Installation,water treatment,OPEN,V2
RFQ731-002508,CUST73100131,Global Engineering Solutions B.V.,End User,Pharmaceutical,India,EUR,within 60 days net,DDP,New Production Line,controlled process measurement,OPEN,V2
RFQ731-002509,CUST73100029,Evergreen Engineering Solutions FZE,System Integrator,Water & Wastewater,Germany,EUR,within 45 days net,CPT,Process Instrumentation Upgrade,water distribution,OPEN,V2
RFQ731-002510,CUST73100116,Pioneer Petrochemical Solutions B.V.,EPC Contractor,Oil & Gas,United Arab Emirates,USD,within 45 days net,FCA,Measurement System Upgrade,process gas measurement,OPEN,V2
RFQ731-002511,CUST73100033,Continental Instrumentation AG,EPC Contractor,Mining & Metals,Türkiye,EUR,within 30 days net,CPT,Process Expansion Project,plant utility monitoring,OPEN,V2
RFQ731-002512,CUST73100011,Orion Industrial Technologies GmbH,System Integrator,Oil & Gas,Netherlands,EUR,within 60 days net,CPT,Process Instrumentation Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-002513,CUST73100049,Delta Manufacturing Technologies GmbH,End User,Oil & Gas,Türkiye,EUR,within 60 days net,FCA,New Production Line,production measurement,OPEN,V2
RFQ731-002514,CUST73100206,Delta Engineering Solutions FZE,End User,Engineering & EPC,United Arab Emirates,USD,within 30 days net,DAP,Plant Modernisation Project,measurement system implementation,OPEN,V2
RFQ731-002515,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,Utility Measurement Upgrade,batch process monitoring,OPEN,V2
RFQ731-002516,CUST73100014,United Manufacturing Technologies FZE,End User,Chemical,Germany,EUR,within 60 days net,DAP,Utility Measurement Upgrade,process flow measurement,OPEN,V2
RFQ731-002517,CUST73100177,Integrated Petrochemical Solutions S.A.,End User,Engineering & EPC,India,EUR,within 60 days net,EXW,Process Automation Project,industrial instrumentation,OPEN,V2
RFQ731-002518,CUST73100192,Summit Process Systems S.A.,End User,Oil & Gas,United Arab Emirates,USD,within 60 days net,CPT,Utility Measurement Upgrade,gas processing,OPEN,V2
RFQ731-002519,CUST73100204,Metrix Manufacturing Technologies B.V.,Distributor,Pharmaceutical,Germany,EUR,within 60 days net,DAP,Process Automation Project,production process monitoring,OPEN,V2
RFQ731-002520,CUST73100041,Vertex Process Automation S.A.,Distributor,Chemical,Italy,EUR,within 60 days net,FCA,Plant Modernisation Project,process flow measurement,OPEN,V2
RFQ731-002521,CUST73100081,Global Process Engineering AG,End User,Food & Beverage,Italy,EUR,advance payment,DDP,Plant Modernisation Project,sanitary process measurement,OPEN,V2
RFQ731-002522,CUST73100041,Vertex Process Automation S.A.,Distributor,Chemical,Italy,EUR,within 60 days net,FCA,New Plant Installation,chemical production,OPEN,V2
RFQ731-002523,CUST73100180,Evergreen Process Systems GmbH,End User,Oil & Gas,India,EUR,within 30 days net,CPT,Process Automation Project,gas processing,OPEN,V2
RFQ731-002524,CUST73100043,Meridian Automation Systems FZE,End User,Oil & Gas,Germany,EUR,within 30 days net,EXW,Process Automation Project,gas processing,OPEN,V2
RFQ731-002525,CUST73100116,Pioneer Petrochemical Solutions B.V.,EPC Contractor,Oil & Gas,United Arab Emirates,USD,within 45 days net,FCA,New Plant Installation,process gas measurement,OPEN,V2
RFQ731-002526,CUST73100174,Nova Instrumentation AG,End User,Chemical,Germany,EUR,advance payment,DAP,Metering System Replacement,chemical production,OPEN,V2
RFQ731-002527,CUST73100178,Apex Measurement Technologies B.V.,EPC Contractor,Oil & Gas,Netherlands,EUR,within 30 days net,DDP,Process Instrumentation Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-002528,CUST73100143,Delta Process Systems S.A.,End User,Pharmaceutical,Germany,EUR,within 60 days net,CPT,Process Expansion Project,pharmaceutical process monitoring,OPEN,V2
RFQ731-002529,CUST73100137,Vector Process Automation AG,EPC Contractor,Manufacturing,Germany,EUR,within 45 days net,EXW,Plant Modernisation Project,process automation,OPEN,V2
RFQ731-002530,CUST73100183,Sterling Energy Systems Ltd.,End User,Manufacturing,United Kingdom,GBP,within 60 days net,CPT,Plant Modernisation Project,production line monitoring,OPEN,V2
RFQ731-002531,CUST73100143,Delta Process Systems S.A.,End User,Pharmaceutical,Germany,EUR,within 60 days net,CPT,New Plant Installation,process water measurement,OPEN,V2
RFQ731-002532,CUST73100069,Vector Engineering Solutions S.A.,End User,Chemical,India,EUR,within 60 days net,DAP,Measurement Infrastructure Upgrade,batch process monitoring,OPEN,V2
RFQ731-002533,CUST73100162,Advanced Energy Systems S.A.,End User,Oil & Gas,India,EUR,within 60 days net,DAP,Measurement Infrastructure Upgrade,production measurement,OPEN,V2
RFQ731-002534,CUST73100023,United Energy Systems GmbH,EPC Contractor,Manufacturing,India,EUR,within 30 days net,EXW,Process Instrumentation Upgrade,manufacturing process measurement,OPEN,V2
RFQ731-002535,CUST73100197,Continental Petrochemical Solutions GmbH,EPC Contractor,Food & Beverage,Spain,EUR,within 45 days net,DAP,Measurement System Upgrade,production line monitoring,OPEN,V2
RFQ731-002536,CUST73100005,Apex Manufacturing Technologies S.A.,End User,Mining & Metals,Germany,EUR,within 60 days net,DAP,Measurement System Upgrade,process water measurement,OPEN,V2
RFQ731-002537,CUST73100069,Vector Engineering Solutions S.A.,End User,Chemical,India,EUR,within 60 days net,DAP,Measurement Infrastructure Upgrade,chemical process measurement,OPEN,V2
RFQ731-002538,CUST73100213,Horizon Petrochemical Solutions GmbH,End User,Power & Utilities,Germany,EUR,within 90 days net,FCA,Measurement System Upgrade,utility water measurement,OPEN,V2
RFQ731-002539,CUST73100088,Precision Automation Systems Ltd.,End User,Power & Utilities,France,EUR,within 45 days net,DAP,Utility Measurement Upgrade,power plant process monitoring,OPEN,V2
RFQ731-002540,CUST73100186,Metrix Manufacturing Technologies FZE,Distributor,Manufacturing,Italy,EUR,within 60 days net,CPT,Process Instrumentation Upgrade,production process monitoring,OPEN,V2
RFQ731-002541,CUST73100191,Metrix Instrumentation S.A.,End User,Oil & Gas,Saudi Arabia,USD,within 45 days net,CPT,Measurement Infrastructure Upgrade,production measurement,OPEN,V2
RFQ731-002542,CUST73100235,Quantum Industrial Services S.A.,End User,Manufacturing,Türkiye,EUR,within 60 days net,CPT,Process Automation Project,process automation,OPEN,V2
RFQ731-002543,CUST73100061,Advanced Process Systems GmbH,Engineering Company,Power & Utilities,Germany,EUR,within 30 days net,FCA,Plant Modernisation Project,process monitoring,OPEN,V2
RFQ731-002544,CUST73100243,Sterling Energy Systems GmbH,Distributor,Mining & Metals,Germany,EUR,within 90 days net,CPT,New Production Line,production measurement,OPEN,V2
RFQ731-002545,CUST73100168,Global Process Automation AG,EPC Contractor,Power & Utilities,Germany,EUR,within 30 days net,EXW,Plant Modernisation Project,utility water measurement,OPEN,V2
RFQ731-002546,CUST73100229,Vector Petrochemical Solutions GmbH,End User,Water & Wastewater,Netherlands,EUR,within 30 days net,DDP,Utility Measurement Upgrade,wastewater processing,OPEN,V2
RFQ731-002547,CUST73100043,Meridian Automation Systems FZE,End User,Oil & Gas,Germany,EUR,within 30 days net,EXW,New Production Line,production measurement,OPEN,V2
RFQ731-002548,CUST73100147,Delta Measurement Technologies Ltd.,End User,Mining & Metals,Netherlands,EUR,within 90 days net,FCA,Utility Measurement Upgrade,process water measurement,OPEN,V2
RFQ731-002549,CUST73100089,Global Instrumentation S.A.,End User,Power & Utilities,United Kingdom,GBP,within 30 days net,EXW,Metering System Replacement,energy infrastructure,OPEN,V2
RFQ731-002550,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,New Production Line,chemical production,OPEN,V2
RFQ731-002551,CUST73100161,Prime Automation Systems Ltd.,System Integrator,Food & Beverage,Saudi Arabia,USD,within 30 days net,DDP,New Production Line,sanitary process measurement,OPEN,V2
RFQ731-002552,CUST73100155,Dynamic Industrial Technologies GmbH,End User,Engineering & EPC,United Arab Emirates,USD,within 45 days net,EXW,Measurement Infrastructure Upgrade,industrial instrumentation,OPEN,V2
RFQ731-002553,CUST73100088,Precision Automation Systems Ltd.,End User,Power & Utilities,France,EUR,within 45 days net,DAP,Process Automation Project,energy infrastructure,OPEN,V2
RFQ731-002554,CUST73100217,Vector Process Engineering GmbH,End User,Oil & Gas,Italy,EUR,within 60 days net,EXW,Utility Measurement Upgrade,gas processing,OPEN,V2
RFQ731-002555,CUST73100249,Summit Automation Systems S.A.,EPC Contractor,Oil & Gas,Netherlands,EUR,within 60 days net,FCA,Measurement Infrastructure Upgrade,process gas measurement,OPEN,V2
RFQ731-002556,CUST73100152,Evergreen Industrial Services B.V.,EPC Contractor,Food & Beverage,Italy,EUR,within 60 days net,DAP,Measurement Infrastructure Upgrade,production utility monitoring,OPEN,V2
RFQ731-002557,CUST73100193,Atlas Process Automation Ltd.,EPC Contractor,Chemical,France,EUR,within 30 days net,DDP,Utility Measurement Upgrade,plant utility measurement,OPEN,V2
RFQ731-002558,CUST73100083,Quantum Petrochemical Solutions FZE,End User,Oil & Gas,Netherlands,EUR,within 30 days net,EXW,Measurement Infrastructure Upgrade,process gas measurement,OPEN,V2
RFQ731-002559,CUST73100042,Sterling Process Engineering GmbH,End User,Chemical,Netherlands,EUR,within 45 days net,CPT,Process Instrumentation Upgrade,process flow measurement,OPEN,V2
RFQ731-002560,CUST73100197,Continental Petrochemical Solutions GmbH,EPC Contractor,Food & Beverage,Spain,EUR,within 45 days net,DAP,Process Expansion Project,production utility monitoring,OPEN,V2
RFQ731-002561,CUST73100244,Industrial Instrumentation B.V.,End User,Power & Utilities,Saudi Arabia,USD,within 30 days net,CPT,New Plant Installation,utility measurement,OPEN,V2
RFQ731-002562,CUST73100239,Vertex Automation Systems GmbH,System Integrator,Oil & Gas,Germany,EUR,within 60 days net,CPT,Measurement Infrastructure Upgrade,production measurement,OPEN,V2
RFQ731-002563,CUST73100093,Vertex Engineering Solutions FZE,Distributor,Manufacturing,Italy,EUR,within 30 days net,FCA,New Plant Installation,process automation,OPEN,V2
RFQ731-002564,CUST73100244,Industrial Instrumentation B.V.,End User,Power & Utilities,Saudi Arabia,USD,within 30 days net,CPT,Utility Measurement Upgrade,utility water measurement,OPEN,V2
RFQ731-002565,CUST73100193,Atlas Process Automation Ltd.,EPC Contractor,Chemical,France,EUR,within 30 days net,DDP,Utility Measurement Upgrade,batch process monitoring,OPEN,V2
RFQ731-002566,CUST73100176,Quantum Manufacturing Technologies FZE,System Integrator,Pharmaceutical,Spain,EUR,within 30 days net,CPT,Metering System Replacement,clean utility measurement,OPEN,V2
